Key,Longitude,Latitude
551,-125.365,-66.6242
552,-120.833,-66.6242
553,-116.301,-66.6242
554,-111.768,-66.6242
555,-107.236,-66.6242
556,-102.704,-66.6242
557,-98.1722,-66.6242
558,-93.6401,-66.6242
559,-89.108,-66.6242
560,-84.5759,-66.6242
561,-80.0438,-66.6242
562,-75.5117,-66.6242
563,-70.9796,-66.6242
564,-66.4475,-66.6242
565,-61.9154,-66.6242
566,-57.3833,-66.6242
567,-52.8512,-66.6242
568,-48.3191,-66.6242
569,-43.787,-66.6242
570,-39.2549,-66.6242
571,-34.7228,-66.6242
572,-30.1907,-66.6242
573,-25.6586,-66.6242
574,-21.1265,-66.6242
575,-16.5944,-66.6242
576,-12.0622,-66.6242
577,-7.53015,-66.6242
578,-2.99805,-66.6242
579,1.53405,-66.6242
580,6.06616,-66.6242
581,10.5983,-66.6242
582,15.1304,-66.6242
583,19.6625,-66.6242
584,24.1946,-66.6242
585,28.7267,-66.6242
586,33.2588,-66.6242
587,37.7909,-66.6242
588,42.323,-66.6242
589,46.8551,-66.6242
590,51.3872,-66.6242
591,55.9193,-66.6242
592,60.4514,-66.6242
593,64.9835,-66.6242
594,69.5156,-66.6242
595,74.0477,-66.6242
596,78.5798,-66.6242
597,83.1119,-66.6242
598,87.644,-66.6242
599,92.1761,-66.6242
600,96.7082,-66.6242
601,101.24,-66.6242
602,105.772,-66.6242
603,110.304,-66.6242
604,114.837,-66.6242
605,119.369,-66.6242
606,123.901,-66.6242
607,128.433,-66.6242
608,132.965,-66.6242
609,137.497,-66.6242
610,142.029,-66.6242
611,146.561,-66.6242
612,151.093,-66.6242
613,155.626,-66.6242
614,160.158,-66.6242
615,164.69,-66.6242
616,169.222,-66.6242
617,173.754,-66.6242
618,178.286,-66.6242
619,182.818,-66.6242
620,-179.75,-64.8261
621,-175.523,-64.8261
622,-171.295,-64.8261
623,-167.068,-64.8261
624,-162.841,-64.8261
625,-158.613,-64.8261
626,-154.386,-64.8261
627,-150.159,-64.8261
628,-145.932,-64.8261
629,-141.704,-64.8261
630,-137.477,-64.8261
631,-133.25,-64.8261
632,-129.022,-64.8261
633,-124.795,-64.8261
634,-120.568,-64.8261
635,-116.34,-64.8261
636,-112.113,-64.8261
637,-107.886,-64.8261
638,-103.659,-64.8261
639,-99.4313,-64.8261
640,-95.204,-64.8261
641,-90.9767,-64.8261
642,-86.7494,-64.8261
643,-82.5221,-64.8261
644,-78.2948,-64.8261
645,-74.0675,-64.8261
646,-69.8402,-64.8261
647,-65.6129,-64.8261
648,-61.3856,-64.8261
649,-57.1583,-64.8261
650,-52.931,-64.8261
651,-48.7037,-64.8261
652,-44.4764,-64.8261
653,-40.2491,-64.8261
654,-36.0218,-64.8261
655,-31.7945,-64.8261
656,-27.5672,-64.8261
657,-23.3399,-64.8261
658,-19.1126,-64.8261
659,-14.8853,-64.8261
660,-10.658,-64.8261
661,-6.43068,-64.8261
662,-2.20338,-64.8261
663,2.02392,-64.8261
664,6.25122,-64.8261
665,10.4785,-64.8261
666,14.7058,-64.8261
667,18.9331,-64.8261
668,23.1604,-64.8261
669,27.3877,-64.8261
670,31.615,-64.8261
671,35.8423,-64.8261
672,40.0696,-64.8261
673,44.2969,-64.8261
674,48.5242,-64.8261
675,52.7515,-64.8261
676,56.9788,-64.8261
677,61.2061,-64.8261
678,65.4334,-64.8261
679,69.6607,-64.8261
680,73.888,-64.8261
681,78.1153,-64.8261
682,82.3426,-64.8261
683,86.5699,-64.8261
684,90.7972,-64.8261
685,95.0245,-64.8261
686,99.2518,-64.8261
687,103.479,-64.8261
688,107.706,-64.8261
689,111.934,-64.8261
690,116.161,-64.8261
691,120.388,-64.8261
692,124.616,-64.8261
693,128.843,-64.8261
694,133.07,-64.8261
695,137.298,-64.8261
696,141.525,-64.8261
697,145.752,-64.8261
698,149.979,-64.8261
699,154.207,-64.8261
700,158.434,-64.8261
701,162.661,-64.8261
702,166.889,-64.8261
703,171.116,-64.8261
704,175.343,-64.8261
705,179.571,-64.8261
706,183.798,-64.8261
707,-179.75,-63.028
708,-175.785,-63.028
709,-171.821,-63.028
710,-167.856,-63.028
711,-163.892,-63.028
712,-159.927,-63.028
713,-155.963,-63.028
714,-151.998,-63.028
715,-148.033,-63.028
716,-144.069,-63.028
717,-140.104,-63.028
718,-136.14,-63.028
719,-132.175,-63.028
720,-128.211,-63.028
721,-124.246,-63.028
722,-120.281,-63.028
723,-116.317,-63.028
724,-112.352,-63.028
725,-108.388,-63.028
726,-104.423,-63.028
727,-100.459,-63.028
728,-96.494,-63.028
729,-92.5294,-63.028
730,-88.5648,-63.028
731,-84.6003,-63.028
732,-80.6357,-63.028
733,-76.6711,-63.028
734,-72.7065,-63.028
735,-68.742,-63.028
736,-64.7774,-63.028
737,-60.8128,-63.028
738,-56.8483,-63.028
739,-52.8837,-63.028
740,-48.9191,-63.028
741,-44.9545,-63.028
742,-40.99,-63.028
743,-37.0254,-63.028
744,-33.0608,-63.028
745,-29.0963,-63.028
746,-25.1317,-63.028
747,-21.1671,-63.028
748,-17.2025,-63.028
749,-13.238,-63.028
750,-9.27339,-63.028
751,-5.30882,-63.028
752,-1.34425,-63.028
753,2.62033,-63.028
754,6.5849,-63.028
755,10.5495,-63.028
756,14.514,-63.028
757,18.4786,-63.028
758,22.4432,-63.028
759,26.4078,-63.028
760,30.3723,-63.028
761,34.3369,-63.028
762,38.3015,-63.028
763,42.266,-63.028
764,46.2306,-63.028
765,50.1952,-63.028
766,54.1598,-63.028
767,58.1243,-63.028
768,62.0889,-63.028
769,66.0535,-63.028
770,70.0181,-63.028
771,73.9826,-63.028
772,77.9472,-63.028
773,81.9118,-63.028
774,85.8763,-63.028
775,89.8409,-63.028
776,93.8055,-63.028
777,97.7701,-63.028
778,101.735,-63.028
779,105.699,-63.028
780,109.664,-63.028
781,113.628,-63.028
782,117.593,-63.028
783,121.557,-63.028
784,125.522,-63.028
785,129.487,-63.028
786,133.451,-63.028
787,137.416,-63.028
788,141.38,-63.028
789,145.345,-63.028
790,149.309,-63.028
791,153.274,-63.028
792,157.239,-63.028
793,161.203,-63.028
794,165.168,-63.028
795,169.132,-63.028
796,173.097,-63.028
797,177.062,-63.028
798,181.026,-63.028
799,-179.75,-61.2298
800,-176.014,-61.2298
801,-172.278,-61.2298
802,-168.542,-61.2298
803,-164.806,-61.2298
804,-161.07,-61.2298
805,-157.334,-61.2298
806,-153.598,-61.2298
807,-149.862,-61.2298
808,-146.126,-61.2298
809,-142.389,-61.2298
810,-138.653,-61.2298
811,-134.917,-61.2298
812,-131.181,-61.2298
813,-127.445,-61.2298
814,-123.709,-61.2298
815,-119.973,-61.2298
816,-116.237,-61.2298
817,-112.501,-61.2298
818,-108.765,-61.2298
819,-105.029,-61.2298
820,-101.293,-61.2298
821,-97.5568,-61.2298
822,-93.8207,-61.2298
823,-90.0847,-61.2298
824,-86.3486,-61.2298
825,-82.6126,-61.2298
826,-78.8765,-61.2298
827,-75.1405,-61.2298
828,-71.4044,-61.2298
829,-67.6684,-61.2298
830,-63.9323,-61.2298
831,-60.1963,-61.2298
832,-56.4602,-61.2298
833,-52.7242,-61.2298
834,-48.9881,-61.2298
835,-45.252,-61.2298
836,-41.516,-61.2298
837,-37.7799,-61.2298
838,-34.0439,-61.2298
839,-30.3078,-61.2298
840,-26.5718,-61.2298
841,-22.8357,-61.2298
842,-19.0997,-61.2298
843,-15.3636,-61.2298
844,-11.6276,-61.2298
845,-7.8915,-61.2298
846,-4.15544,-61.2298
847,-0.419388,-61.2298
848,3.31667,-61.2298
849,7.05272,-61.2298
850,10.7888,-61.2298
851,14.5248,-61.2298
852,18.2609,-61.2298
853,21.9969,-61.2298
854,25.733,-61.2298
855,29.469,-61.2298
856,33.2051,-61.2298
857,36.9412,-61.2298
858,40.6772,-61.2298
859,44.4133,-61.2298
860,48.1493,-61.2298
861,51.8854,-61.2298
862,55.6214,-61.2298
863,59.3575,-61.2298
864,63.0935,-61.2298
865,66.8296,-61.2298
866,70.5656,-61.2298
867,74.3017,-61.2298
868,78.0378,-61.2298
869,81.7738,-61.2298
870,85.5099,-61.2298
871,89.2459,-61.2298
872,92.982,-61.2298
873,96.718,-61.2298
874,100.454,-61.2298
875,104.19,-61.2298
876,107.926,-61.2298
877,111.662,-61.2298
878,115.398,-61.2298
879,119.134,-61.2298
880,122.87,-61.2298
881,126.606,-61.2298
882,130.343,-61.2298
883,134.079,-61.2298
884,137.815,-61.2298
885,141.551,-61.2298
886,145.287,-61.2298
887,149.023,-61.2298
888,152.759,-61.2298
889,156.495,-61.2298
890,160.231,-61.2298
891,163.967,-61.2298
892,167.703,-61.2298
893,171.439,-61.2298
894,175.175,-61.2298
895,178.911,-61.2298
896,182.647,-61.2298
897,-179.75,-59.4317
898,-176.214,-59.4317
899,-172.679,-59.4317
900,-169.143,-59.4317
901,-165.607,-59.4317
902,-162.071,-59.4317
903,-158.536,-59.4317
904,-155.0,-59.4317
905,-151.464,-59.4317
906,-147.928,-59.4317
907,-144.393,-59.4317
908,-140.857,-59.4317
909,-137.321,-59.4317
910,-133.785,-59.4317
911,-130.25,-59.4317
912,-126.714,-59.4317
913,-123.178,-59.4317
914,-119.642,-59.4317
915,-116.107,-59.4317
916,-112.571,-59.4317
917,-109.035,-59.4317
918,-105.5,-59.4317
919,-101.964,-59.4317
920,-98.4281,-59.4317
921,-94.8923,-59.4317
922,-91.3566,-59.4317
923,-87.8208,-59.4317
924,-84.2851,-59.4317
925,-80.7494,-59.4317
926,-77.2136,-59.4317
927,-73.6779,-59.4317
928,-70.1422,-59.4317
929,-66.6064,-59.4317
930,-63.0707,-59.4317
931,-59.535,-59.4317
932,-55.9992,-59.4317
933,-52.4635,-59.4317
934,-48.9277,-59.4317
935,-45.392,-59.4317
936,-41.8563,-59.4317
937,-38.3205,-59.4317
938,-34.7848,-59.4317
939,-31.2491,-59.4317
940,-27.7133,-59.4317
941,-24.1776,-59.4317
942,-20.6419,-59.4317
943,-17.1061,-59.4317
944,-13.5704,-59.4317
945,-10.0346,-59.4317
946,-6.49891,-59.4317
947,-2.96317,-59.4317
948,0.572564,-59.4317
949,4.1083,-59.4317
950,7.64404,-59.4317
951,11.1798,-59.4317
952,14.7155,-59.4317
953,18.2512,-59.4317
954,21.787,-59.4317
955,25.3227,-59.4317
956,28.8585,-59.4317
957,32.3942,-59.4317
958,35.9299,-59.4317
959,39.4657,-59.4317
960,43.0014,-59.4317
961,46.5371,-59.4317
962,50.0729,-59.4317
963,53.6086,-59.4317
964,57.1443,-59.4317
965,60.6801,-59.4317
966,64.2158,-59.4317
967,67.7516,-59.4317
968,71.2873,-59.4317
969,74.823,-59.4317
970,78.3588,-59.4317
971,81.8945,-59.4317
972,85.4302,-59.4317
973,88.966,-59.4317
974,92.5017,-59.4317
975,96.0375,-59.4317
976,99.5732,-59.4317
977,103.109,-59.4317
978,106.645,-59.4317
979,110.18,-59.4317
980,113.716,-59.4317
981,117.252,-59.4317
982,120.788,-59.4317
983,124.323,-59.4317
984,127.859,-59.4317
985,131.395,-59.4317
986,134.931,-59.4317
987,138.466,-59.4317
988,142.002,-59.4317
989,145.538,-59.4317
990,149.073,-59.4317
991,152.609,-59.4317
992,156.145,-59.4317
993,159.681,-59.4317
994,163.216,-59.4317
995,166.752,-59.4317
996,170.288,-59.4317
997,173.824,-59.4317
998,177.359,-59.4317
999,180.895,-59.4317
1000,-179.75,-57.6336
1001,-176.391,-57.6336
1002,-173.032,-57.6336
1003,-169.673,-57.6336
1004,-166.314,-57.6336
1005,-162.955,-57.6336
1006,-159.596,-57.6336
1007,-156.237,-57.6336
1008,-152.878,-57.6336
1009,-149.519,-57.6336
1010,-146.161,-57.6336
1011,-142.802,-57.6336
1012,-139.443,-57.6336
1013,-136.084,-57.6336
1014,-132.725,-57.6336
1015,-129.366,-57.6336
1016,-126.007,-57.6336
1017,-122.648,-57.6336
1018,-119.289,-57.6336
1019,-115.93,-57.6336
1020,-112.571,-57.6336
1021,-109.212,-57.6336
1022,-105.853,-57.6336
1023,-102.494,-57.6336
1024,-99.1353,-57.6336
1025,-95.7763,-57.6336
1026,-92.4174,-57.6336
1027,-89.0585,-57.6336
1028,-85.6995,-57.6336
1029,-82.3406,-57.6336
1030,-78.9816,-57.6336
1031,-75.6227,-57.6336
1032,-72.2637,-57.6336
1033,-68.9048,-57.6336
1034,-65.5458,-57.6336
1035,-62.1869,-57.6336
1036,-58.8279,-57.6336
1037,-55.469,-57.6336
1038,-52.11,-57.6336
1039,-48.7511,-57.6336
1040,-45.3922,-57.6336
1041,-42.0332,-57.6336
1042,-38.6743,-57.6336
1043,-35.3153,-57.6336
1044,-31.9564,-57.6336
1045,-28.5974,-57.6336
1046,-25.2385,-57.6336
1047,-21.8795,-57.6336
1048,-18.5206,-57.6336
1049,-15.1616,-57.6336
1050,-11.8027,-57.6336
1051,-8.44375,-57.6336
1052,-5.0848,-57.6336
1053,-1.72585,-57.6336
1054,1.63309,-57.6336
1055,4.99204,-57.6336
1056,8.35098,-57.6336
1057,11.7099,-57.6336
1058,15.0689,-57.6336
1059,18.4278,-57.6336
1060,21.7868,-57.6336
1061,25.1457,-57.6336
1062,28.5047,-57.6336
1063,31.8636,-57.6336
1064,35.2226,-57.6336
1065,38.5815,-57.6336
1066,41.9404,-57.6336
1067,45.2994,-57.6336
1068,48.6583,-57.6336
1069,52.0173,-57.6336
1070,55.3762,-57.6336
1071,58.7352,-57.6336
1072,62.0941,-57.6336
1073,65.4531,-57.6336
1074,68.812,-57.6336
1075,72.171,-57.6336
1076,75.5299,-57.6336
1077,78.8889,-57.6336
1078,82.2478,-57.6336
